event_type,canonical_regime,canonical_family,legacy_family,default_executable,detector,enabled,tags,instrument_classes,sequence_eligible,subtype,phase,evidence_mode,layer,disposition,asset_scope,venue_scope,research_only,strategy_only,is_composite,is_context_tag,is_strategy_construct,deconflict_priority,reports_dir,events_file,signal_column,templates,horizons,conditioning_cols,max_candidates_per_run,accel_lookback,accel_near_zero_cutoff,accel_quantile,alignment_window,anchor_quantile,auc_horizon_bars,band_z_threshold,basis_lookback,breakout_strength_min,breakout_window,breakout_z_threshold,cascade_window_bars,cluster_window,compression_quantile,compression_ratio_max,compression_window,context_max_entropy,context_min_confidence,cooldown_bars,cooldown_quantile,cooldown_ratio,crossover_confirm_bars,depth_quantile,desync_z_threshold,event_spacing_bars,expansion_quantile,expansion_z_threshold,funding_abs_quantile,funding_extreme_quantile,funding_pct_window,funding_quantile,htf_lookback,htf_window,imbalance_abs_quantile,interaction_min_rows_per_year,lead_lag_window,liq_cooldown_ratio,liq_multiplier,liquidation_abs_min,liquidation_cooldown_abs_max,liquidation_multiplier,liquidation_quantile,liquidation_spike_z_threshold,lookback_window,low_volume_quantile,max_gap_bars,max_range_ratio,max_trend_persistence_bars,max_vacuum_bars,median_window,merge_gap_bars,min_basis_bps,min_breakout_distance,min_event_spacing,min_events_calibration,min_flip_abs,min_hazard_events,min_history_bars,min_occurrences,min_pair_observations,min_periods,min_prior_extreme_abs,min_spacing,min_trend_duration_bars,min_vacuum_bars,min_volume_quantile,normalization_lookback,oi_change_z_threshold,oi_drop_abs_min,oi_drop_quantile,oi_window,persistence_bars,phase_tolerance_bars,post_cluster_lookback,post_horizon_bars,post_window,pre_window,price_quantile,pullback_quantile,pullback_window,range_expansion_threshold,range_multiplier,range_quantile,range_window,rebound_quantile,rebound_return_min,rebound_window,rebound_window_bars,regime_window,ret_quantile,ret_window,return_abs_min,return_quantile,reversal_alignment_window,reversal_quantile,reversal_window,revert_z,rv_decay_ratio,rv_peak_decay_ratio,rv_quantile,rv_window,session_range_quantile,session_vol_z_min,shock_change_quantile,shock_quantile,shock_quantiles,shock_threshold_mode,slippage_z_threshold,slope_fast_window,slope_slow_window,slow_trend_quantile,spike_z_th,spread_abs_min,spread_quantile,spread_z_threshold,threshold_bps,threshold_window,threshold_z,transition_z_threshold,trend_peak_multiplier,trend_quantile,trend_strength_ratio,trend_window,vol_burst_quantile,vol_lookback_window,vol_quantile,vol_ratio_floor,vol_window,volume_quantile,volume_window,wick_quantile,wick_ratio_min,window,window_end,z_threshold,zscore_quantile
TREND_DECELERATION,TREND_FAILURE_EXHAUSTION,TREND_FAILURE_EXHAUSTION,TREND_DECELERATION,True,,True,,,True,trend_deceleration,exhaustion,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,70,trend_structure,trend_structure_events.parquet,trend_deceleration_event,breakout_followthrough|false_breakout_reversal|pullback_entry|trend_continuation|continuation|only_if_trend,15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,450,,,,,,,,,,,2.5,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,
TREND_EXHAUSTION_TRIGGER,TREND_FAILURE_EXHAUSTION,TREND_FAILURE_EXHAUSTION,TREND_EXHAUSTION_TRIGGER,True,,True,,,True,trend_exhaustion,onset,hybrid,canonical,keep,single_asset,single_venue,False,False,False,False,False,75,forced_flow_and_exhaustion,forced_flow_and_exhaustion_events.parquet,trend_exhaustion_trigger_event,mean_reversion|exhaustion_reversal|momentum_fade|range_reversion|only_if_trend|drawdown_filter,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,12,,,,,0.9,0.55,96,0.35,0.9,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,0,,,,,,,,0,,,,,72,,,,,,,,,,,,,,,0.7,96,,,,,,,,,,,,,,3,0.65,3,,,,,,,,,,,,,12,48,,,,,,,2880,,,1.3,0.95,3.0,96,,,,,288,,,,,,,,
TREND_TO_CHOP_SHIFT,REGIME_TRANSITION,REGIME_TRANSITION,TREND_TO_CHOP_SHIFT,True,,True,,,True,trend_to_chop,transition,hybrid,canonical,keep,single_asset,single_venue,False,False,False,False,False,85,regime_transition,regime_transition_events.parquet,trend_to_chop_shift_event,only_if_regime|continuation|mean_reversion|drawdown_filter|tail_risk_avoid,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,350,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,
VOL_CLUSTER_SHIFT,VOLATILITY_EXPANSION,VOLATILITY_EXPANSION,VOL_CLUSTER_SHIFT,True,,True,,,True,vol_cluster_shift,persistence,statistical,canonical,merge,single_asset,single_venue,False,False,False,False,False,75,volatility_transition,volatility_transition_events.parquet,vol_cluster_shift_event,mean_reversion|continuation|trend_continuation|volatility_expansion_follow|pullback_entry|only_if_regime,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,0.1,,,,,12,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,
VOL_REGIME_SHIFT_EVENT,REGIME_TRANSITION,REGIME_TRANSITION,VOL_REGIME_SHIFT_EVENT,True,,True,,,True,vol_regime_shift,transition,statistical,canonical,keep,single_asset,single_venue,False,False,False,False,False,85,regime_transition,regime_transition_events.parquet,vol_regime_shift_event,only_if_regime|continuation|mean_reversion|drawdown_filter|tail_risk_avoid,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,350,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,
VOL_RELAXATION_START,VOLATILITY_RELAXATION_COMPRESSION_RELEASE,VOLATILITY_RELAXATION_COMPRESSION_RELEASE,VOL_RELAXATION_START,True,,True,,,True,vol_relaxation_start,normalization,direct,canonical,keep,single_asset,single_venue,False,False,False,False,False,75,volatility_transition,volatility_transition_events.parquet,vol_relaxation_start_event,mean_reversion|continuation|trend_continuation|volatility_expansion_follow|pullback_entry|only_if_regime,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,0.1,,,,,12,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,
VOL_SHOCK,VOLATILITY_TRANSITION,VOLATILITY_TRANSITION,VOL_SHOCK,True,,True,,,True,vol_shock,shock,statistical,canonical,keep,single_asset,single_venue,False,False,False,False,False,80,vol_shock_relaxation,vol_shock_relaxation_events.parquet,vol_shock_relaxation_event,mean_reversion|continuation|trend_continuation,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOL_SPIKE,VOLATILITY_EXPANSION,VOLATILITY_EXPANSION,VOL_SPIKE,True,,True,,,True,vol_spike,shock,direct,canonical,keep,single_asset,single_venue,False,False,False,False,False,80,volatility_transition,volatility_transition_events.parquet,vol_spike_event,mean_reversion|continuation|trend_continuation|volatility_expansion_follow|pullback_entry|only_if_regime,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WICK_REVERSAL_PROXY,LIQUIDITY_STRESS,LIQUIDITY_STRESS,WICK_REVERSAL_PROXY,True,,True,,,True,wick_reversal,recovery,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_dislocation,liquidity_dislocation_events.parquet,wick_reversal_proxy_event,mean_reversion|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,0,,,,,,,,0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
ZSCORE_STRETCH,STATISTICAL_STRETCH_OVERSHOOT,STATISTICAL_STRETCH_OVERSHOOT,ZSCORE_STRETCH,True,,True,,,True,zscore_stretch,stretch,statistical,canonical,keep,single_asset,single_venue,False,False,False,False,False,60,statistical_dislocation,statistical_dislocation_events.parquet,zscore_stretch_event,mean_reversion|overshoot_repair|tail_risk_avoid,15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,350,,,,,,,3.0,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96
